,x0,FWHM
111,19.657687927098582,0.04889222848569364
200,22.73174521545675,0.0616454196408119
220,32.37739477875191,0.06429485317998494
311,38.16618221880355,0.07272543133617217
222,50.907616978072305,0.08123221472656611
400,52.326737532541664,0.09424063777486043
